city,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Ahmedabad,Ahmedabad,01-01-2015,73.24,141.54,,18.22,17.15,,0.92,27.64,133.36,473.9122807,Severe
Ahmedabad,Ahmedabad,02-01-2015,73.24,141.54,,15.69,16.46,,0.97,24.55,34.06,473.9122807,Severe
Ahmedabad,Ahmedabad,03-01-2015,73.24,141.54,,19.3,29.7,,17.4,29.07,30.7,473.9122807,Severe
Ahmedabad,Ahmedabad,04-01-2015,73.24,141.54,,18.48,17.97,,1.7,18.59,36.08,473.9122807,Severe
Ahmedabad,Ahmedabad,05-01-2015,73.24,141.54,,21.42,37.76,,22.1,39.33,39.31,473.9122807,Severe
Ahmedabad,Ahmedabad,06-01-2015,73.24,141.54,,38.48,81.5,,45.41,45.76,46.51,473.9122807,Severe
Ahmedabad,Ahmedabad,07-01-2015,73.24,141.54,,40.62,130.77,,112.16,32.28,33.47,473.9122807,Severe
Ahmedabad,Ahmedabad,08-01-2015,73.24,141.54,,36.74,96.75,,80.87,38.54,31.89,473.9122807,Severe
Ahmedabad,Ahmedabad,09-01-2015,73.24,141.54,,31,48,,29.16,58.68,25.75,473.9122807,Severe
Ahmedabad,Ahmedabad,10-01-2015,73.24,141.54,,7.04,0,,132.07,8.29,4.55,473.9122807,Severe
Ahmedabad,Ahmedabad,11-01-2015,73.24,141.54,,55.8,24.53,,132.07,25.03,6.79,473.9122807,Severe
Ahmedabad,Ahmedabad,12-01-2015,73.24,141.54,,40.67,90.24,,52.04,51.84,45.89,473.9122807,Severe
Ahmedabad,Ahmedabad,13-01-2015,73.24,141.54,,44.2,87.09,,48.82,68.21,35.16,473.9122807,Severe
Ahmedabad,Ahmedabad,14-01-2015,73.24,141.54,,27.86,33.05,,19.2,52.65,20.96,473.9122807,Severe
Ahmedabad,Ahmedabad,15-01-2015,73.24,141.54,,16.96,16.6,,0.6,28.89,47.63,473.9122807,Severe
Ahmedabad,Ahmedabad,16-01-2015,73.24,141.54,,21.72,22.86,,1.63,38.27,46.03,473.9122807,Severe
Ahmedabad,Ahmedabad,17-01-2015,73.24,141.54,,24.73,34.75,,11.44,49.5,52.24,473.9122807,Severe
Ahmedabad,Ahmedabad,18-01-2015,73.24,141.54,,25.77,29.57,,6.1,48.43,53.49,473.9122807,Severe
Ahmedabad,Ahmedabad,19-01-2015,73.24,141.54,,26.88,27.45,,2.51,50.03,49.48,473.9122807,Severe
Ahmedabad,Ahmedabad,20-01-2015,73.24,141.54,,26.8,32.4,,7.92,58.87,56.37,473.9122807,Severe
Ahmedabad,Ahmedabad,21-01-2015,73.24,141.54,,33.56,39.28,,9.52,106.93,48.75,473.9122807,Severe
Ahmedabad,Ahmedabad,22-01-2015,73.24,141.54,,17.51,22.33,,9.05,23.71,42.22,473.9122807,Severe
Ahmedabad,Ahmedabad,23-01-2015,73.24,141.54,,27.96,47.79,,22.53,39.19,32.92,473.9122807,Severe
Ahmedabad,Ahmedabad,24-01-2015,73.24,141.54,,20.39,21.4,,2.03,40.07,32.49,473.9122807,Severe
Ahmedabad,Ahmedabad,25-01-2015,73.24,141.54,,20.43,20.19,,1.42,58.41,39.26,473.9122807,Severe
Ahmedabad,Ahmedabad,26-01-2015,73.24,141.54,,21.16,21.81,,2.27,43.73,39.83,473.9122807,Severe
Ahmedabad,Ahmedabad,27-01-2015,73.24,141.54,,21.7,23.26,,2.19,43.28,41.1,473.9122807,Severe
Ahmedabad,Ahmedabad,28-01-2015,73.24,141.54,,21.11,25.84,,5.72,36.52,62.42,473.9122807,Severe
Ahmedabad,Ahmedabad,29-01-2015,83.13,141.54,,28.71,33.72,,6.93,49.52,59.76,209,Poor
Ahmedabad,Ahmedabad,30-01-2015,79.84,141.54,,28.68,41.08,,13.85,48.49,97.07,328,Very Poor
Ahmedabad,Ahmedabad,31-01-2015,94.52,141.54,,32.66,52.61,,24.39,67.39,111.33,514,Severe
Ahmedabad,Ahmedabad,01-02-2015,135.99,141.54,,42.08,84.57,,43.48,75.23,102.7,782,Severe
Ahmedabad,Ahmedabad,02-02-2015,178.33,141.54,,35.31,72.8,,54.56,55.04,107.38,914,Severe
Ahmedabad,Ahmedabad,03-02-2015,139.7,141.54,,28.4,56.73,,30.61,33.79,73.6,660,Severe
Ahmedabad,Ahmedabad,04-02-2015,80.65,141.54,,22.83,24,,2.37,25.73,47.3,294,Poor
Ahmedabad,Ahmedabad,05-02-2015,58.36,141.54,,21.39,23.31,,2.6,32.66,53.54,149,Moderate
Ahmedabad,Ahmedabad,06-02-2015,79.29,141.54,,26.94,26.83,,1.16,67.41,59.3,190,Moderate
Ahmedabad,Ahmedabad,07-02-2015,88.7,141.54,,31.32,37.73,,7.29,80.09,44.76,247,Poor
Ahmedabad,Ahmedabad,08-02-2015,74.28,141.54,,27.3,33.42,,8.92,54.28,47.42,379,Very Poor
Ahmedabad,Ahmedabad,09-02-2015,113.93,141.54,,24.27,26.86,,4.32,48.73,39.94,341,Very Poor
Ahmedabad,Ahmedabad,10-02-2015,105.39,141.54,,18.21,18.75,,1.41,35.91,56.15,256,Poor
Ahmedabad,Ahmedabad,11-02-2015,66.52,141.54,,23.8,28.24,,6.34,66.58,53.14,388,Very Poor
Ahmedabad,Ahmedabad,12-02-2015,65.04,141.54,,30.1,44.21,,14.19,65.91,31.88,288,Poor
Ahmedabad,Ahmedabad,13-02-2015,103.36,141.54,,39.56,57.33,,18.18,80.43,40.11,510,Severe
Ahmedabad,Ahmedabad,14-02-2015,177.33,141.54,,47.58,77.85,,37.49,99.72,36.47,761,Severe
Ahmedabad,Ahmedabad,15-02-2015,113.25,141.54,,30.5,44.87,,15.55,69.71,33.78,475,Severe
Ahmedabad,Ahmedabad,16-02-2015,99.7,141.54,,28.1,47.31,,19.85,73.23,30.57,536,Severe
Ahmedabad,Ahmedabad,17-02-2015,80.61,141.54,,21.04,35.67,,15.96,54.7,36.2,479,Severe
Ahmedabad,Ahmedabad,18-02-2015,100.79,141.54,,25.93,41.91,,16.24,43.11,37.43,592,Severe
Ahmedabad,Ahmedabad,19-02-2015,107.99,141.54,,30.09,40.47,,11.25,84.86,31.94,427,Severe
Ahmedabad,Ahmedabad,20-02-2015,140.29,141.54,,36.14,68.85,,33.84,101.53,40.98,588,Severe
Ahmedabad,Ahmedabad,21-02-2015,239.96,141.54,,46.25,106.92,,61.95,84.87,33.55,1141,Severe
Ahmedabad,Ahmedabad,22-02-2015,142.96,141.54,,48.21,92.32,,45.45,62.96,34.77,669,Severe
Ahmedabad,Ahmedabad,23-02-2015,238.41,141.54,,55.07,131.32,,77.7,89.07,37.3,1247,Severe
Ahmedabad,Ahmedabad,24-02-2015,118.72,141.54,,32.01,42.56,,12.56,61.54,38.8,411,Severe
Ahmedabad,Ahmedabad,25-02-2015,52.99,141.54,,10.45,10.39,,2.23,32.76,67.25,292,Poor
Ahmedabad,Ahmedabad,26-02-2015,61.12,141.54,,16.81,20.92,,3.58,28.44,30.48,473.9122807,Severe
Ahmedabad,Ahmedabad,27-02-2015,61.12,141.54,,16.81,20.92,,3.58,28.44,30.48,473.9122807,Severe
Ahmedabad,Ahmedabad,28-02-2015,61.12,141.54,,16.81,20.92,,3.58,28.44,30.48,473.9122807,Severe
Ahmedabad,Ahmedabad,01-03-2015,61.12,141.54,,16.81,20.92,,3.58,28.44,30.48,473.9122807,Severe
Ahmedabad,Ahmedabad,02-03-2015,60.78,141.54,,18.21,27.34,,9.07,29.48,34.75,189,Moderate
Ahmedabad,Ahmedabad,03-03-2015,91.83,141.54,,28.71,40.76,,12.99,39.71,38.46,408,Severe
Ahmedabad,Ahmedabad,04-03-2015,93.88,141.54,,29.38,47.01,,18.21,62.75,46.79,383,Very Poor
Ahmedabad,Ahmedabad,05-03-2015,173.01,141.54,,42.27,90.73,,48.44,78.76,59.39,780,Severe
Ahmedabad,Ahmedabad,06-03-2015,105.45,141.54,,16.1,18.66,,2.5,29.29,69.9,473.9122807,Severe
Ahmedabad,Ahmedabad,07-03-2015,105.45,141.54,,16.1,18.66,,2.5,29.29,69.9,473.9122807,Severe
Ahmedabad,Ahmedabad,08-03-2015,71.56,141.54,,16.83,20.32,,3.51,30.28,57.16,190,Moderate
Ahmedabad,Ahmedabad,09-03-2015,119.8,141.54,,24.07,27.9,,4.13,50.35,50.49,233,Poor
Ahmedabad,Ahmedabad,10-03-2015,106.71,141.54,,25.59,30.51,,5.39,38.85,60.17,297,Poor
Ahmedabad,Ahmedabad,11-03-2015,118.49,141.54,,28.94,31.83,,4.11,54.2,53.61,330,Very Poor
Ahmedabad,Ahmedabad,12-03-2015,106.01,141.54,,27.31,30.54,,4.28,70.29,40.91,252,Poor
Ahmedabad,Ahmedabad,13-03-2015,97.34,141.54,,21.58,24.62,,3.67,64.39,45.69,244,Poor
Ahmedabad,Ahmedabad,14-03-2015,83.92,141.54,,25.03,30.8,,6.42,67.53,34.94,234,Poor
Ahmedabad,Ahmedabad,15-03-2015,49.51,141.54,,14.16,16.15,,3.1,48.33,37.95,219,Poor
Ahmedabad,Ahmedabad,16-03-2015,30.76,141.54,,14.14,16.98,,2.72,43.62,54.78,118,Moderate
Ahmedabad,Ahmedabad,17-03-2015,50.29,141.54,,29.84,33.28,,5.34,59.23,45.44,231,Poor
Ahmedabad,Ahmedabad,18-03-2015,57.69,141.54,,29.48,54.79,,25.36,58.33,52.87,286,Poor
Ahmedabad,Ahmedabad,19-03-2015,105.06,141.54,,37.05,82.23,,46.24,53.62,45.65,883,Severe
Ahmedabad,Ahmedabad,20-03-2015,94.1,141.54,,36.53,57.49,,22.14,61.31,46.77,720,Severe
Ahmedabad,Ahmedabad,21-03-2015,111.89,141.54,,43.29,64.53,,22.25,66.44,50.57,570,Severe
Ahmedabad,Ahmedabad,22-03-2015,108.59,141.54,,39.34,63.01,,25.38,75.8,46.68,589,Severe
Ahmedabad,Ahmedabad,23-03-2015,130.76,141.54,,41.03,85.76,,45.61,65.77,41.58,818,Severe
Ahmedabad,Ahmedabad,24-03-2015,143.55,141.54,,31.15,57.16,,27.3,50.98,35.38,737,Severe
Ahmedabad,Ahmedabad,25-03-2015,165.07,141.54,,34.48,57.71,,23.83,64.32,43.79,585,Severe
Ahmedabad,Ahmedabad,26-03-2015,166.85,141.54,,43.3,60.07,,17.93,79.71,53.44,616,Severe
Ahmedabad,Ahmedabad,27-03-2015,147.38,141.54,,35.82,40.22,,6.4,46.89,17.94,437,Severe
Ahmedabad,Ahmedabad,28-03-2015,158.25,141.54,,27.89,32.65,,5.86,142.36,38.54,321,Very Poor
Ahmedabad,Ahmedabad,29-03-2015,237.76,141.54,,21.8,25.37,,4.99,96.28,39.77,372,Very Poor
Ahmedabad,Ahmedabad,30-03-2015,133.37,141.54,,17.99,21.02,,3.88,57.34,39.66,339,Very Poor
Ahmedabad,Ahmedabad,31-03-2015,133.3,141.54,,20,26.18,,6.52,51.58,59.03,339,Very Poor
Ahmedabad,Ahmedabad,01-04-2015,96.04,141.54,,20.07,23.46,,3.8,62.42,46.61,324,Very Poor
Ahmedabad,Ahmedabad,02-04-2015,77.69,141.54,,18.87,23.06,,5.24,100.48,27.14,222,Poor
Ahmedabad,Ahmedabad,03-04-2015,53.07,141.54,,13.82,17.45,,4.17,40.36,21.76,169,Moderate
Ahmedabad,Ahmedabad,04-04-2015,63.11,141.54,,15.5,18.49,,5.63,38.21,4.72,220,Poor
Ahmedabad,Ahmedabad,05-04-2015,156.76,141.54,,16.7,20.97,,3.92,26.32,37.11,473.9122807,Severe
Ahmedabad,Ahmedabad,06-04-2015,120.96,141.54,,20.86,25.02,,4.23,35.54,35.66,303,Very Poor
Ahmedabad,Ahmedabad,07-04-2015,138.63,141.54,,25.47,30.67,,5.65,87.43,29.77,314,Very Poor
Ahmedabad,Ahmedabad,08-04-2015,144.36,141.54,,30.69,46.1,,15.82,66.39,27.34,378,Very Poor
Ahmedabad,Ahmedabad,09-04-2015,85.03,141.54,,26.7,27.41,,3.3,59.16,35.89,415,Severe
Ahmedabad,Ahmedabad,10-04-2015,134.6,141.54,,26.27,28.7,,5.9,34.53,7,473.9122807,Severe
Ahmedabad,Ahmedabad,11-04-2015,61.06,141.54,,14.03,17.59,,3.52,8.08,19.54,126,Moderate
Ahmedabad,Ahmedabad,12-04-2015,39.42,141.54,,19.56,24.66,,5.28,17.66,31.3,175,Moderate
Ahmedabad,Ahmedabad,13-04-2015,111.86,141.54,,22.51,25.17,,3.89,15.84,31.23,226,Poor
Ahmedabad,Ahmedabad,14-04-2015,58.37,141.54,,21.71,27.69,,5.74,25.9,43.92,244,Poor
Ahmedabad,Ahmedabad,15-04-2015,95.37,141.54,,26.23,44.34,,18.01,13.59,41.64,315,Very Poor
Ahmedabad,Ahmedabad,16-04-2015,141.3,141.54,,36.88,66.53,,30.8,41.06,37.66,678,Severe
Ahmedabad,Ahmedabad,17-04-2015,106.68,141.54,,46.38,54.77,,19.91,31.56,48.49,774,Severe
Ahmedabad,Ahmedabad,18-04-2015,109.48,141.54,,20.27,22.86,,4.3,46.6,31.34,285,Poor
Ahmedabad,Ahmedabad,19-04-2015,126.04,141.54,,20.18,26.78,,6.99,79.56,28.71,321,Very Poor
Ahmedabad,Ahmedabad,20-04-2015,71.22,141.54,,21.32,37.58,,16.73,50.09,28.39,358,Very Poor
Ahmedabad,Ahmedabad,21-04-2015,97.87,141.54,,17.96,23.45,,6.3,13.85,34.16,357,Very Poor
Ahmedabad,Ahmedabad,22-04-2015,63.38,141.54,,13.28,15.44,,3.44,24.79,43.62,189,Moderate
Ahmedabad,Ahmedabad,23-04-2015,75.29,141.54,,14.29,17.97,,3.35,76.05,60.71,473.9122807,Severe
Ahmedabad,Ahmedabad,24-04-2015,80.9,141.54,,18.62,24.23,,5.7,65.44,22.8,214,Poor
Ahmedabad,Ahmedabad,25-04-2015,103.29,141.54,,19.82,23.69,,4.55,85.42,22.18,253,Poor
Ahmedabad,Ahmedabad,26-04-2015,107.5,141.54,,15.56,19.73,,5.29,74.37,10.12,239,Poor
Ahmedabad,Ahmedabad,27-04-2015,161.14,141.54,,14.77,16.12,,3.11,118.35,59.73,473.9122807,Severe
Ahmedabad,Ahmedabad,28-04-2015,102.58,141.54,,12.74,16.82,,3.88,41.94,26.89,473.9122807,Severe
Ahmedabad,Ahmedabad,29-04-2015,138.42,141.54,,16.7,21.56,,5.05,77.74,27.18,300,Poor
Ahmedabad,Ahmedabad,30-04-2015,129.04,141.54,,14.86,19.66,,5.69,78.27,18.67,317,Very Poor
Ahmedabad,Ahmedabad,01-05-2015,96.65,141.54,,15.9,20.53,,4.67,39.41,11.83,240,Poor
Ahmedabad,Ahmedabad,02-05-2015,126.77,141.54,,23.93,39.73,,15.69,93.18,36.71,344,Very Poor
Ahmedabad,Ahmedabad,03-05-2015,106.15,141.54,,23.02,35.05,,13.12,65.95,81.6,503,Severe
Ahmedabad,Ahmedabad,04-05-2015,86.31,141.54,,10.5,10.9,,2.69,50.13,90.54,308,Very Poor
Ahmedabad,Ahmedabad,05-05-2015,83.99,141.54,,0.08,2.75,,2.73,34.06,69.57,227,Poor
Ahmedabad,Ahmedabad,06-05-2015,65.11,141.54,,4.58,6.75,,3.14,22.27,32.26,120,Moderate
Ahmedabad,Ahmedabad,07-05-2015,51.03,141.54,,20.47,26.2,,6.24,15.5,31.44,158,Moderate
Ahmedabad,Ahmedabad,08-05-2015,38.73,141.54,,19.28,26.61,,8,20.13,25.7,177,Moderate
Ahmedabad,Ahmedabad,09-05-2015,61.12,141.54,,17.82,27.18,,9.94,39.69,25.9,201,Poor
Ahmedabad,Ahmedabad,10-05-2015,58.44,141.54,,17.24,27.38,,10.68,54.69,18.89,211,Poor
Ahmedabad,Ahmedabad,11-05-2015,61.49,141.54,,16.69,27.61,,11.44,42.66,18.2,221,Poor
Ahmedabad,Ahmedabad,12-05-2015,65.39,141.54,,16.08,27.86,,12.3,27.96,22.35,233,Poor
Ahmedabad,Ahmedabad,13-05-2015,100.92,141.54,,18.9,37.83,,20.42,31.9,22.84,481,Severe
Ahmedabad,Ahmedabad,14-05-2015,97.48,141.54,,30.02,33.62,,5.31,36.05,16.26,352,Very Poor
Ahmedabad,Ahmedabad,15-05-2015,129.27,141.54,,28.33,41.92,,14.28,70.13,25.4,327,Very Poor
Ahmedabad,Ahmedabad,16-05-2015,129.58,141.54,,28.79,45.4,,21.23,17.66,34.42,577,Severe
Ahmedabad,Ahmedabad,17-05-2015,100.57,141.54,,18.79,24.33,,7.56,38.76,38.83,411,Severe
Ahmedabad,Ahmedabad,18-05-2015,130.34,141.54,,17.43,23.72,,7.14,52.07,29.05,212,Poor
Ahmedabad,Ahmedabad,19-05-2015,53.24,141.54,,15.86,23.34,,8.05,36.23,21.58,280,Poor
Ahmedabad,Ahmedabad,20-05-2015,42,141.54,,18.16,21.8,,10.44,17,25.5,162,Moderate
Ahmedabad,Ahmedabad,21-05-2015,50.1,141.54,,14.9,22.5,,9.46,30.67,12.91,473.9122807,Severe
Ahmedabad,Ahmedabad,22-05-2015,83.69,141.54,,17.18,27.15,,10.89,41.12,35.61,569,Severe
Ahmedabad,Ahmedabad,23-05-2015,38.88,141.54,,16.28,17.74,,2.18,26.4,12.47,128,Moderate
Ahmedabad,Ahmedabad,24-05-2015,46.89,141.54,,16.17,18.49,,2.96,41.96,10.74,129,Moderate
Ahmedabad,Ahmedabad,25-05-2015,70.96,141.54,,15.47,19.28,,4.12,23.67,16.01,152,Moderate
Ahmedabad,Ahmedabad,26-05-2015,53.66,141.54,,14.43,18.06,,4.23,14.46,45.64,176,Moderate
Ahmedabad,Ahmedabad,27-05-2015,45.49,141.54,,13.73,17.1,,4.26,12.85,71.85,167,Moderate
Ahmedabad,Ahmedabad,28-05-2015,60.86,141.54,,16.61,21.42,,5.27,14.91,41.19,106,Moderate
Ahmedabad,Ahmedabad,29-05-2015,51.93,141.54,,17.87,31.64,,13.71,15.33,12.88,231,Poor
Ahmedabad,Ahmedabad,30-05-2015,77.87,141.54,,17.12,23,,6.67,46.82,16.67,327,Very Poor
Ahmedabad,Ahmedabad,31-05-2015,57.59,141.54,,15.47,20.42,,5.6,41.68,25.51,174,Moderate
Ahmedabad,Ahmedabad,01-06-2015,77.22,141.54,,15.47,21.13,,7.02,71.97,9.56,185,Moderate
Ahmedabad,Ahmedabad,02-06-2015,45.29,141.54,,12.74,19.66,,7.25,18.64,6.32,179,Moderate
Ahmedabad,Ahmedabad,03-06-2015,103.78,141.54,,13.9,19.86,,6.36,7.76,15.27,211,Poor
Ahmedabad,Ahmedabad,04-06-2015,25.14,141.54,,18.73,24.74,,6.01,38.05,38.52,192,Moderate
Ahmedabad,Ahmedabad,05-06-2015,87.03,141.54,,17.88,25.53,,8.05,23.84,48.22,310,Very Poor
Ahmedabad,Ahmedabad,06-06-2015,89.6,141.54,,19.84,25.9,,6.59,48.05,44.78,223,Poor
Ahmedabad,Ahmedabad,07-06-2015,80.69,141.54,,16.07,22.25,,6.86,39.85,32.65,192,Moderate
Ahmedabad,Ahmedabad,08-06-2015,44.75,141.54,,16.53,24.29,,7.76,9.89,8.07,191,Moderate
Ahmedabad,Ahmedabad,09-06-2015,38.11,141.54,,11.62,19.03,,7.41,3.13,6.69,184,Moderate
Ahmedabad,Ahmedabad,10-06-2015,45.5,141.54,,15.59,24.15,,8.56,0.76,3.82,220,Poor
Ahmedabad,Ahmedabad,11-06-2015,36.98,141.54,,11.52,19.74,,8.21,0.52,5.17,215,Poor
Ahmedabad,Ahmedabad,12-06-2015,43.58,141.54,,13.33,21.58,,8.26,1.02,7.56,226,Poor
Ahmedabad,Ahmedabad,13-06-2015,45.49,141.54,,14.91,24.53,,9.63,0.81,2.94,251,Poor
Ahmedabad,Ahmedabad,14-06-2015,38.06,141.54,,18.57,27.25,,8.67,1.05,4.63,216,Poor
Ahmedabad,Ahmedabad,15-06-2015,45.41,141.54,,20.55,29.9,,9.35,0.74,4.5,237,Poor
Ahmedabad,Ahmedabad,16-06-2015,37.71,141.54,,16.26,24.8,,8.54,0.87,4.6,198,Moderate
Ahmedabad,Ahmedabad,17-06-2015,32.37,141.54,,14.36,21.89,,7.53,2.17,12.17,195,Moderate
Ahmedabad,Ahmedabad,18-06-2015,34.74,141.54,,13.51,21.11,,7.59,4.11,12.22,187,Moderate
Ahmedabad,Ahmedabad,19-06-2015,32.56,141.54,,13.91,21.25,,7.34,4.04,11.85,181,Moderate
Ahmedabad,Ahmedabad,20-06-2015,29.28,141.54,,11.68,19.23,,7.55,4.01,12.64,179,Moderate
Ahmedabad,Ahmedabad,21-06-2015,20.46,141.54,,10.61,17.76,,7.15,5.62,12.7,188,Moderate
Ahmedabad,Ahmedabad,22-06-2015,26.07,141.54,,11.07,19.06,,7.99,4.1,10.57,190,Moderate
Ahmedabad,Ahmedabad,23-06-2015,21.43,141.54,,11.16,18.62,,7.45,4.99,7.38,185,Moderate
Ahmedabad,Ahmedabad,24-06-2015,11.91,141.54,,10.1,17.44,,7.34,10.86,5.47,189,Moderate
Ahmedabad,Ahmedabad,25-06-2015,57.75,141.54,,9.68,18.36,,8.68,12.28,3.06,196,Moderate
Ahmedabad,Ahmedabad,26-06-2015,66.39,141.54,,12.79,21.36,,8.58,11.09,4.96,201,Poor
Ahmedabad,Ahmedabad,27-06-2015,62.61,141.54,,9.83,18.98,,9.15,12.31,6.44,231,Poor
Ahmedabad,Ahmedabad,28-06-2015,47.5,141.54,,9.53,17.59,,8.07,13.91,7.28,196,Moderate
Ahmedabad,Ahmedabad,29-06-2015,111.8,141.54,,11.51,20.74,,9.23,5.27,5.99,220,Poor
Ahmedabad,Ahmedabad,30-06-2015,30,141.54,,13.59,22.64,,8.87,8.09,6.31,244,Poor
Ahmedabad,Ahmedabad,01-07-2015,4.66,141.54,,10.9,20.36,,9.01,7.31,6.38,223,Poor
Ahmedabad,Ahmedabad,02-07-2015,48.72,141.54,,11.94,21.5,,9.56,5.72,6.61,230,Poor
Ahmedabad,Ahmedabad,03-07-2015,49.7,141.54,,9.81,19.23,,9.43,6.78,6.42,243,Poor
Ahmedabad,Ahmedabad,04-07-2015,48.1,141.54,,9.53,17.57,,8.03,9.33,7.6,215,Poor
Ahmedabad,Ahmedabad,05-07-2015,47.43,141.54,,9.45,17.56,,8.11,7.93,7.08,199,Moderate
Ahmedabad,Ahmedabad,06-07-2015,51.74,141.54,,12.38,21.28,,8.91,10.05,5.78,200,Moderate
Ahmedabad,Ahmedabad,07-07-2015,42.68,141.54,,11.08,20.82,,9.74,10.87,4.44,226,Poor
Ahmedabad,Ahmedabad,08-07-2015,38.45,141.54,,7.8,18.35,,10.55,10.28,3.24,241,Poor
Ahmedabad,Ahmedabad,09-07-2015,46.69,141.54,,0.17,11.64,,11.48,10.25,5.76,222,Poor
Ahmedabad,Ahmedabad,10-07-2015,55.27,141.54,,0.12,11.66,,11.55,12.7,6.55,223,Poor
Ahmedabad,Ahmedabad,11-07-2015,149.03,141.54,,0.16,11.65,,11.49,10.07,7.27,248,Poor
Ahmedabad,Ahmedabad,12-07-2015,86.57,141.54,,0.17,11.64,,11.47,11.09,6.53,300,Poor
Ahmedabad,Ahmedabad,13-07-2015,111.77,141.54,,0.24,11.53,,11.3,7.73,4.67,232,Poor
Ahmedabad,Ahmedabad,14-07-2015,151.4,141.54,,0.36,11.16,,10.8,7.8,5.46,330,Very Poor
Ahmedabad,Ahmedabad,15-07-2015,51.35,141.54,,2.69,10.67,,8,10,5.76,223,Poor
Ahmedabad,Ahmedabad,16-07-2015,65.37,141.54,,8.07,8.57,,0.64,16.31,8.02,105,Moderate
Ahmedabad,Ahmedabad,17-07-2015,56.28,141.54,,8.02,8.51,,0.6,18.93,6.2,101,Moderate
Ahmedabad,Ahmedabad,18-07-2015,48.17,141.54,,8,8.55,,0.65,18.99,7.97,93,Satisfactory
Ahmedabad,Ahmedabad,19-07-2015,33.56,141.54,,7.89,8.56,,0.72,11.28,10.18,67,Satisfactory
Ahmedabad,Ahmedabad,20-07-2015,31.3,141.54,,8.1,8.49,,0.55,10.29,7.44,60,Satisfactory
Ahmedabad,Ahmedabad,21-07-2015,48.12,141.54,,7.9,8.43,,0.67,1.28,6.3,473.9122807,Severe
Ahmedabad,Ahmedabad,22-07-2015,57.11,141.54,,8.28,8.42,,0.55,14.58,2.6,90,Satisfactory
Ahmedabad,Ahmedabad,23-07-2015,34.72,141.54,,9.73,7.88,,0.1,13.62,4.87,78,Satisfactory
Ahmedabad,Ahmedabad,24-07-2015,29.22,141.54,,9.57,7.77,,0.06,13.58,5.08,48,Good
Ahmedabad,Ahmedabad,25-07-2015,29.79,141.54,,8.64,7.97,,0.14,15.11,5.34,53,Satisfactory
Ahmedabad,Ahmedabad,26-07-2015,59.95,141.54,,8.78,8.16,,0.18,11.52,2.79,91,Satisfactory
Ahmedabad,Ahmedabad,27-07-2015,19.2,141.54,,9.45,9.74,,1.52,11.23,4.61,70,Satisfactory
Ahmedabad,Ahmedabad,28-07-2015,19.52,141.54,,11.26,17.15,,5.89,11.56,4.4,157,Moderate
Ahmedabad,Ahmedabad,29-07-2015,35.16,141.54,,10.89,16.64,,5.75,14.7,3.67,158,Moderate
Ahmedabad,Ahmedabad,30-07-2015,33.03,141.54,,10.58,17.58,,7.01,12.95,3.53,169,Moderate
Ahmedabad,Ahmedabad,31-07-2015,40.95,141.54,,10.47,17.39,,6.92,19.8,3.38,174,Moderate
Ahmedabad,Ahmedabad,01-08-2015,40.29,141.54,,10.52,17.26,,6.74,8.27,3.57,173,Moderate
Ahmedabad,Ahmedabad,02-08-2015,41.16,141.54,,10.51,17.42,,6.91,13.48,3.69,172,Moderate
Ahmedabad,Ahmedabad,03-08-2015,36.12,141.54,,11.56,17.07,,7.21,13.62,6.08,190,Moderate
Ahmedabad,Ahmedabad,04-08-2015,28.51,141.54,,20.52,27.21,,6.69,5.69,7.65,171,Moderate
Ahmedabad,Ahmedabad,05-08-2015,31.59,141.54,,20.42,27.41,,6.99,9.23,7.9,168,Moderate
Ahmedabad,Ahmedabad,06-08-2015,42.56,141.54,,20.4,27.57,,7.17,6.28,9.86,172,Moderate
Ahmedabad,Ahmedabad,07-08-2015,48.12,141.54,,20.3,27.45,,7.14,6.77,12.78,173,Moderate
Ahmedabad,Ahmedabad,08-08-2015,37.09,141.54,,20.21,27.42,,7.22,8.66,7.94,175,Moderate
Ahmedabad,Ahmedabad,09-08-2015,33.4,141.54,,20.09,27.5,,7.4,9.95,8.39,179,Moderate
Ahmedabad,Ahmedabad,10-08-2015,38.64,141.54,,20.21,27.55,,7.35,9.74,6.28,174,Moderate
Ahmedabad,Ahmedabad,11-08-2015,40.49,141.54,,20.23,27.71,,7.48,8.92,21.51,176,Moderate
Ahmedabad,Ahmedabad,12-08-2015,41.37,141.54,,20.2,27.68,,7.47,11.73,19.8,179,Moderate
Ahmedabad,Ahmedabad,13-08-2015,44.56,141.54,,20.06,27.55,,7.49,11.23,22.77,175,Moderate
Ahmedabad,Ahmedabad,14-08-2015,65.68,141.54,,19.94,27.51,,7.57,8.21,30.21,177,Moderate
Ahmedabad,Ahmedabad,15-08-2015,33.34,141.54,,20.27,27.57,,7.3,6.41,32.95,175,Moderate
Ahmedabad,Ahmedabad,16-08-2015,39.17,141.54,,20.24,27.58,,7.35,9.17,26.64,174,Moderate
Ahmedabad,Ahmedabad,17-08-2015,34,141.54,,20.1,27.51,,7.41,9.64,17.17,179,Moderate
Ahmedabad,Ahmedabad,18-08-2015,36.38,141.54,,20.14,27.45,,7.31,10.65,13.35,177,Moderate
Ahmedabad,Ahmedabad,19-08-2015,38.35,141.54,,20.16,27.57,,7.41,9.33,18.59,180,Moderate
